Analysis Plan Sort	Analysis Plan Id	Description	NAME1	STAT1
AP-066	66	S2P++ b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++:Count
AP-066	66	S2P++ b cells/IgD+ CD27+	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD+/CD27+:Count
AP-066	66	S2P++ b cells/IgD+	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD+:Count
AP-066	66	S2P++ b cells/IgD-	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-:Count
AP-066	66	S2P++ b cells/IgD- IgA+	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgA+:Count
AP-066	66	S2P++ b cells/IgD+ IgG+	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD+/IgD+IgG+:Count
AP-066	66	S2P++ b cells/IgD- IgM-	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgD- IgM-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgD- IgM-:Count
AP-066	66	S2P++ b cells/IgD- IgG+ CD27+	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgG+/CD27+:Count
AP-066	66	S2P++ b cells/IgD- IgG+	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgG+:Count
AP-066	66	S2P++ b cells/IgD+ IgM+	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD+/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD+/IgM+:Count
AP-066	66	S2P++ b cells/IgD- IgM+	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/IgD-/IgM+:Count
AP-066	66	RBD+ S2P++ b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/RBD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/RBD+:Count
AP-066	66	RBD- S2P++ b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/RBD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/S2P++/RBD-:Count
AP-066	66	plasmablasts (CD27+ CD38+)	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+:Count
AP-066	66	S2P++ plasmablasts (CD27+ CD38+)	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/S2P++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/S2P++:Count
AP-066	66	RBD+ S2P++ plasmablasts (CD27+ CD38+)	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/S2P++/RBD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/S2P++/RBD+:Count
AP-066	66	RBD- S2P++ plasmablasts (CD27+ CD38+)	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/S2P++/RBD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/S2P++/RBD-:Count
AP-066	66	b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+:Count
AP-066	66	Ki-67- CD27+ b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q1:Ki-67 AF700-. CD27 BV605+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q1:Ki-67 AF700-. CD27 BV605+:Count
AP-066	66	Ki-67+ CD27+ b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q2:Ki-67 AF700+,CD27 BV605+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q2:Ki-67 AF700+,CD27 BV605+:Count
AP-066	66	Ki-67- CD27- b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q3:Ki-67 AF700+, CD27 BV605-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q3:Ki-67 AF700+, CD27 BV605-:Count
AP-066	66	Ki-67- CD27- b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q4: KI-67 AF700-, CD27BV605-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q4: KI-67 AF700-, CD27BV605-:Count
AP-066	66	Ki-67- CD20+ b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q5:Ki-67 AF700-,CD20 BUV737+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q5:Ki-67 AF700-,CD20 BUV737+:Count
AP-066	66	Ki-67+ CD20+ b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q6:Ki-67 AF700+,CD20 BUV737+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q6:Ki-67 AF700+,CD20 BUV737+:Count
AP-066	66	Ki-67+ CD20- b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q7:Ki-67 AF700+,CD20 BUV737-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q7:Ki-67 AF700+,CD20 BUV737-:Count
AP-066	66	Ki-67- CD20- b cells	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q8:Ki-67 AF700-,CD20 BUV737-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Q8:Ki-67 AF700-,CD20 BUV737-:Count
AP-066	66	lymphocytes	Time/K1/K2/K3/K4/K5/K6/K7/S/L:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L:Count
