analysisPlanSort	analysisPlanId	description	NAME1	STAT1	NAME2	STAT2	NAME3	STAT3	NAME4	STAT4	NAME5	STAT5	NAME6	STAT6	NAME7	STAT7	NAME8	STAT8	NAME9	STAT9	NAME10	STAT10
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa+GzB+57-	S/Lv/L/3+/4+/(!IFNg+&!IL2+&TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa+GzB+57+	S/Lv/L/3+/4+/(!IFNg+&!IL2+&TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa-GzB-57-	S/Lv/L/3+/4+/(!IFNg+&IL2+&!TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa-GzB-57+	S/Lv/L/3+/4+/(!IFNg+&IL2+&!TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa-GzB+57-	S/Lv/L/3+/4+/(!IFNg+&IL2+&!TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa-GzB+57+	S/Lv/L/3+/4+/(!IFNg+&IL2+&!TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa+GzB-57-	S/Lv/L/3+/4+/(!IFNg+&IL2+&TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa+GzB-57+	S/Lv/L/3+/4+/(!IFNg+&IL2+&TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa+GzB+57-	S/Lv/L/3+/4+/(!IFNg+&IL2+&TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa+GzB+57+	S/Lv/L/3+/4+/(!IFNg+&IL2+&TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2-TNFa-GzB-57-	S/Lv/L/3+/4+/(IFNg+&!IL2+&!TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2-TNFa-GzB-57+	S/Lv/L/3+/4+/(IFNg+&!IL2+&!TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2-TNFa-GzB+57-	S/Lv/L/3+/4+/(IFNg+&!IL2+&!TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2-TNFa-GzB+57+	S/Lv/L/3+/4+/(IFNg+&!IL2+&!TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2-TNFa+GzB-57-	S/Lv/L/3+/4+/(IFNg+&!IL2+&TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2-TNFa+GzB-57+	S/Lv/L/3+/4+/(IFNg+&!IL2+&TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2-TNFa+GzB+57-	S/Lv/L/3+/4+/(IFNg+&!IL2+&TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2-TNFa+GzB+57+	S/Lv/L/3+/4+/(IFNg+&!IL2+&TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2+TNFa-GzB-57-	S/Lv/L/3+/4+/(IFNg+&IL2+&!TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2+TNFa-GzB-57+	S/Lv/L/3+/4+/(IFNg+&IL2+&!TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2+TNFa-GzB+57-	S/Lv/L/3+/4+/(IFNg+&IL2+&!TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2+TNFa-GzB+57+	S/Lv/L/3+/4+/(IFNg+&IL2+&!TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2+TNFa+GzB-57-	S/Lv/L/3+/4+/(IFNg+&IL2+&TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2+TNFa+GzB-57+	S/Lv/L/3+/4+/(IFNg+&IL2+&TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2+TNFa+GzB+57-	S/Lv/L/3+/4+/(IFNg+&IL2+&TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg+IL2+TNFa+GzB+57+	S/Lv/L/3+/4+/(IFNg+&IL2+&TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2-TNFa-GzB-57-	S/Lv/L/3+/8+/(!IFNg+&!IL2+&!TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2-TNFa-GzB-57+	S/Lv/L/3+/8+/(!IFNg+&!IL2+&!TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2-TNFa-GzB+57-	S/Lv/L/3+/8+/(!IFNg+&!IL2+&!TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2-TNFa-GzB+57+	S/Lv/L/3+/8+/(!IFNg+&!IL2+&!TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2-TNFa+GzB-57-	S/Lv/L/3+/8+/(!IFNg+&!IL2+&TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2-TNFa+GzB-57+	S/Lv/L/3+/8+/(!IFNg+&!IL2+&TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2-TNFa+GzB+57-	S/Lv/L/3+/8+/(!IFNg+&!IL2+&TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2-TNFa+GzB+57+	S/Lv/L/3+/8+/(!IFNg+&!IL2+&TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2+TNFa-GzB-57-	S/Lv/L/3+/8+/(!IFNg+&IL2+&!TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2+TNFa-GzB-57+	S/Lv/L/3+/8+/(!IFNg+&IL2+&!TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2+TNFa-GzB+57-	S/Lv/L/3+/8+/(!IFNg+&IL2+&!TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2+TNFa-GzB+57+	S/Lv/L/3+/8+/(!IFNg+&IL2+&!TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2+TNFa+GzB-57-	S/Lv/L/3+/8+/(!IFNg+&IL2+&TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2+TNFa+GzB-57+	S/Lv/L/3+/8+/(!IFNg+&IL2+&TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2+TNFa+GzB+57-	S/Lv/L/3+/8+/(!IFNg+&IL2+&TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg-IL2+TNFa+GzB+57+	S/Lv/L/3+/8+/(!IFNg+&IL2+&TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2-TNFa-GzB-57-	S/Lv/L/3+/8+/(IFNg+&!IL2+&!TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2-TNFa-GzB-57+	S/Lv/L/3+/8+/(IFNg+&!IL2+&!TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2-TNFa-GzB+57-	S/Lv/L/3+/8+/(IFNg+&!IL2+&!TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2-TNFa-GzB+57+	S/Lv/L/3+/8+/(IFNg+&!IL2+&!TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2-TNFa+GzB-57-	S/Lv/L/3+/8+/(IFNg+&!IL2+&TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2-TNFa+GzB-57+	S/Lv/L/3+/8+/(IFNg+&!IL2+&TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2-TNFa+GzB+57-	S/Lv/L/3+/8+/(IFNg+&!IL2+&TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2-TNFa+GzB+57+	S/Lv/L/3+/8+/(IFNg+&!IL2+&TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2+TNFa-GzB-57-	S/Lv/L/3+/8+/(IFNg+&IL2+&!TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2+TNFa-GzB-57+	S/Lv/L/3+/8+/(IFNg+&IL2+&!TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2+TNFa-GzB+57-	S/Lv/L/3+/8+/(IFNg+&IL2+&!TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2+TNFa-GzB+57+	S/Lv/L/3+/8+/(IFNg+&IL2+&!TNFa+&Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2+TNFa+GzB-57-	S/Lv/L/3+/8+/(IFNg+&IL2+&TNFa+&!Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2+TNFa+GzB-57+	S/Lv/L/3+/8+/(IFNg+&IL2+&TNFa+&!Granzyme B+&57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2+TNFa+GzB+57-	S/Lv/L/3+/8+/(IFNg+&IL2+&TNFa+&Granzyme B+&!57+):Count								
AP-007	7	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD8+	S/Lv/L/3+/8+:Count	IFNg+IL2+TNFa+GzB+57+	S/Lv/L/3+/8+/(IFNg+&IL2+&TNFa+&Granzyme B+&57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa-GzB-57-	S/Lv/L/3+/4+/(!IFNg+&!IL2+&!TNFa+&!Granzyme B+&!CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa-GzB-57+	S/Lv/L/3+/4+/(!IFNg+&!IL2+&!TNFa+&!Granzyme B+&CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa-GzB+57-	S/Lv/L/3+/4+/(!IFNg+&!IL2+&!TNFa+&Granzyme B+&!CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa-GzB+57+	S/Lv/L/3+/4+/(!IFNg+&!IL2+&!TNFa+&Granzyme B+&CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa+GzB-57-	S/Lv/L/3+/4+/(!IFNg+&!IL2+&TNFa+&!Granzyme B+&!CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa+GzB-57+	S/Lv/L/3+/4+/(!IFNg+&!IL2+&TNFa+&!Granzyme B+&CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa+GzB+57-	S/Lv/L/3+/4+/(!IFNg+&!IL2+&TNFa+&Granzyme B+&!CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2-TNFa+GzB+57+	S/Lv/L/3+/4+/(!IFNg+&!IL2+&TNFa+&Granzyme B+&CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa-GzB-57-	S/Lv/L/3+/4+/(!IFNg+&IL2+&!TNFa+&!Granzyme B+&!CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa-GzB-57+	S/Lv/L/3+/4+/(!IFNg+&IL2+&!TNFa+&!Granzyme B+&CD57+):Count								
AP-007.cd57	7.cd57	ICS five cytokine (IFN-g, IL-2, TNF-a, Granzyme B, CD57)	Singlets	S:Count	Live	S/Lv:Count	Lymphocytes	S/Lv/L:Count	CD3+	S/Lv/L/3+:Count	CD4+	S/Lv/L/3+/4+:Count	IFNg-IL2+TNFa-GzB+57-	S/Lv/L/3+/4+/(!IFNg+&IL2+&!TNFa+&Granzyme B+&!CD57+):Count								
